candidate_id,pdk,process_node_nm,cell_family,cell_variant,source_cell_variant,drive_strength,input_arc,inverting,input_count,transistor_count,total_n_width_um,total_p_width_um,Vdd,Temp,slew_ns,Cload_pF,corner,seed,heldout_corner,query_order
16,SKY130,130,NAND2,NAND2_1,NAND2_1,1,A_to_Y__B=1,1,2,4,1.3,2.0,1.6672758435771546,28.085239678968108,1.8490018933984844,0.004617732849917149,typical,5,typical,39
18,SKY130,130,NAND2,NAND2_4,NAND2_4,4,A_to_Y__B=1,1,2,16,5.2,8.0,1.692265437118365,84.63265819140905,11.928364203620498,0.08767395004153439,typical,5,typical,40
89,SKY130,130,NAND3,NAND3_1,NAND3_1,1,"A_to_Y__B=1,C=1",1,3,6,1.9500000000000002,3.0,1.8709268156223384,99.55924054663646,5.6482435465479615,0.1798399774761347,typical,5,typical,41
94,SKY130,130,NAND3,NAND3_4,NAND3_4,4,"A_to_Y__B=1,C=1",1,3,24,7.800000000000002,12.0,1.7480044983131522,123.34234791898555,6.495018729683931,0.15226623911632708,typical,5,typical,42
29,SKY130,130,NOR2,NOR2_1,NOR2_1,1,A_to_Y__B=0,1,2,4,1.3,2.0,1.6794770150451597,15.800926383476721,8.46875341255724,0.15249854519093384,typical,5,typical,43
35,SKY130,130,NOR2,NOR2_4,NOR2_4,4,A_to_Y__B=0,1,2,16,5.2,8.0,1.6964678912011362,-34.07970980860647,7.145158981440405,0.17560790984527017,typical,5,typical,44
61,SKY130,130,OAI21,OAI21_1,O21AI_1,1,"A1_to_Y__A2=0,B1=1",1,3,6,1.9500000000000002,2.7,1.7820163831248217,-18.711122872546294,4.950035335729014,0.13576697886574415,typical,5,typical,45
66,SKY130,130,OAI21,OAI21_4,O21AI_4,4,"A1_to_Y__A2=0,B1=1",1,3,24,7.800000000000002,12.0,1.9673938254012096,37.24252269237148,0.2077989178614599,0.10645277581085077,typical,5,typical,46
36,SKY130,130,XOR2,XOR2_1,XOR2_1,1,A_to_X__B=0,0,2,10,3.25,5.0,1.9169227254161028,24.38197905021204,10.594652376200267,0.14142347361062466,typical,5,typical,47
45,SKY130,130,XOR2,XOR2_4,XOR2_4,4,A_to_X__B=0,0,2,40,13.000000000000004,20.0,1.9501143827653733,5.31440221183292,5.835203166186325,0.06110740695412548,typical,5,typical,48
49,SKY130,130,AOI21,AOI21_1,A21OI_1,1,"A1_to_Y__A2=1,B1=0",1,3,6,1.9500000000000002,3.0,1.8257258698337495,86.82175635496793,5.161035100120258,0.11440163829571212,typical,5,typical,49
54,SKY130,130,AOI21,AOI21_4,A21OI_4,4,"A1_to_Y__A2=1,B1=0",1,3,24,7.800000000000002,12.0,1.7150378345728179,67.36526697535527,7.1423871412403,0.16134266278594545,typical,5,typical,50
2,SKY130,130,INV,INV_1,INV_1,1,A_to_Y,1,1,2,0.65,1.0,1.6923486615069827,-29.2180854783883,6.200571828445298,0.1477568268339374,typical,5,typical,51
8,SKY130,130,INV,INV_4,INV_4,4,A_to_Y,1,1,8,2.6,4.0,1.9548588277107561,-19.10935448497871,4.731033545271251,0.09613570945413549,typical,5,typical,52
72,SKY130,130,MUX2,MUX2_1,MUX2_1,1,"A0_to_X__A1=0,S=0",0,3,12,2.75,3.1,1.7598413641745343,34.34282043952055,7.6725478329559,0.08708365523360624,typical,5,typical,53
